event_id,source_type,source,source_url,city,date,title_or_name,lat,lon,severity,frequency_tier,extraction_method,confidence
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Monsoonal Rain),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Tropical Storm Nilam),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Tropical Storm Hudhug),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Torrential Rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Monsoonal Rain and Tropical Storm K),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Tropical Storm Rovan),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,bengaluru,,DFO flood (Monsoonal Rain),,,1.5,,gee_global_flood_db,medium
chandigarh-hs003,documented_hotspot,PWD / Traffic-Police waterlogging advisories (media-documented),https://nominatim.openstreetmap.org/ (geocode),chandigarh,,Tribune Chowk,30.70363,76.79028,recurring,recurring,curated+geocoded,medium
chandigarh-hs006,documented_hotspot,PWD / Traffic-Police waterlogging advisories (media-documented),https://nominatim.openstreetmap.org/ (geocode),chandigarh,,Industrial Area Phase 1,30.7054,76.80096,recurring,recurring,curated+geocoded,medium
chandigarh-hs014,documented_hotspot,PWD / Traffic-Police waterlogging advisories (media-documented),https://nominatim.openstreetmap.org/ (geocode),chandigarh,,VIP Road,30.63963,76.82144,recurring,recurring,curated+geocoded,medium
,news,bhaskar.com,https://www.bhaskar.com/g/national/news/weather-mp-gujarat-monsoon-up-rajasthan-pre-monsoon-rain-flood-alert-138279239.html,chandigarh,2026-06-25,weather mp gujarat monsoon UP rajasthan pre monsoon rain flood alert,,,,,gdelt_doc_api,medium
,news,jagran.com,https://www.jagran.com/punjab/chandigarh-bhagwant-mann-akal-takht-supreme-slams-badals-on-sgpc-misuse-40284087.html,chandigarh,2026-06-24,"  सियासी फायदे के लिए धर्म का इस्तेमाल करने वालों को जनता कभी माफ नहीं करेगी , बादल परिवार पर सीएम भगवंत मान ने साधा निशाना - bhagwant mann akal takht supreme s",,,,,gdelt_doc_api,medium
,news,livemint.com,https://www.livemint.com/news/india/monsoon-update-2026-heavy-rain-lashes-mumbai-pune-imd-predicts-more-showers-11782289157768.html,chandigarh,2026-06-24,"Monsoon update 2026 : Heavy rain lashes Mumbai , Pune ; IMD predicts more showers",,,,,gdelt_doc_api,medium
,news,divyamarathi.bhaskar.com,https://divyamarathi.bhaskar.com/national/news/air-india-flight-pakistan-airspace-row-delhi-amritsar-technical-glitch-138274936.html,chandigarh,2026-06-24,Air India Flight Pakistan Airspace Row ; Delhi Amritsar,,,,,gdelt_doc_api,medium
,news,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/city/delhi/weather-tomorrow-imd-warns-of-heavy-rain-thunderstorms-in-20-states-winds-up-to-40-kmph-likely/articleshow/131925360.cms,chandigarh,2026-06-23,"Weather forecast tomorrow : IMD warns of heavy rain , thunderstorms in 20+ states ; winds up to 40 kmph likely",,,,,gdelt_doc_api,medium
,news,bestmediainfo.com,https://bestmediainfo.com/mediainfo/mediainfo-digital/not-celebrities-but-a-viral-reel-can-move-beauty-sales-by-the-minute-says-flipkart-12060948,chandigarh,2026-06-22,"Not celebrities , but a viral reel can move beauty sales by the minute , says Flipkart",,,,,gdelt_doc_api,medium
,news,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/city/delhi/weather-tomorrow-imd-warns-of-heavy-rain-in-13-states-heatwave-alert-in-east-up-vidarbha/articleshow/131900980.cms,chandigarh,2026-06-22,"Weather tomorrow : IMD warns of heavy rain in 13 states ; heatwave alert in East UP , Vidarbha",,,,,gdelt_doc_api,medium
,news,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/city/delhi/weather-tomorrow-imd-warns-of-very-heavy-rain-thunderstorms-across-several-states-heatwave-alert-in-east-up-vidarbha/articleshow/131885970.cms,chandigarh,2026-06-21,"Weather tomorrow : IMD warns of very heavy rain , thunderstorms across several states ; heatwave alert in East UP , Vidarbha",,,,,gdelt_doc_api,medium
,news,udaipurkiran.com,https://udaipurkiran.com/rain-likely-in-20-states-on-june-21-imd-warns-of-thunderstorms-and-strong-winds/,chandigarh,2026-06-20,"Rain Likely in 20 States on June 21 , IMD Warns of Thunderstorms and Strong Winds",,,,,gdelt_doc_api,medium
,news,hindustantimes.com,https://www.hindustantimes.com/cities/chandigarh-news/mohali-incomplete-repairs-open-drains-spark-monsoon-fears-on-kharar-landran-road-101781722643779.html,chandigarh,2026-06-18,"Mohali : Incomplete repairs , open drains spark monsoon fears on Kharar - Landran road",,,,,gdelt_doc_api,medium
,news,downtoearth.org.in,https://www.downtoearth.org.in/climate-change/heavy-rain-thunderstorms-and-dust-storms-sweep-across-india-as-monsoon-gains-momentum,chandigarh,2026-06-17,"India Weather Update : Heavy Rain , Thunderstorms and Dust Storms as Monsoon Intensifies Across Multiple States",,,,,gdelt_doc_api,medium
,news,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/life-style/travel/news/from-gangtok-to-kerala-destinations-travellers-should-watch-as-imd-issues-fresh-alerts/articleshow/131786241.cms,chandigarh,2026-06-17,Imd Weather Forecast : From Gangtok to Kerala : Destinations travellers should watch as IMD issues fresh alerts,,,,,gdelt_doc_api,medium
,news,tribuneindia.com,https://www.tribuneindia.com/news/chandigarh/rain-returns-to-punjab-chandigarh-as-western-disturbance-revives-weather-activity-till-june-21/,chandigarh,2026-06-16,"Rain returns to Punjab , Chandigarh as western disturbance revives weather activity till June 21",,,,,gdelt_doc_api,medium
,news,downtoearth.org.in,https://www.downtoearth.org.in/environment/daily-court-digest-major-environment-orders-june-10-2026,chandigarh,2026-06-15,"Daily Court Digest : Key NGT Orders on Illegal Construction , Stream Concretisation and River Panzara Bridge ( June 10 , 2026 ) ",,,,,gdelt_doc_api,medium
,news,downtoearth.org.in,https://www.downtoearth.org.in/climate-change/daily-weather-tracker-monsoon-set-to-advance-into-madhya-pradesh-as-storms-rain-heat-alerts-grip-india,chandigarh,2026-06-15,"India Weather Update : Monsoon Set to Enter Madhya Pradesh as Storms , Rain and Heat Alerts Grip Multiple States",,,,,gdelt_doc_api,medium
,news,bhaskar.com,https://www.bhaskar.com/local/chandigarh/news/chandigarh-flood-prevention-review-drain-cleaning-infrastructure-speed-138196517.html,chandigarh,2026-06-15,Chandigarh Flood Prevention Review | Drain Cleaning & Infra Speed Up,,,,,gdelt_doc_api,medium
,news,aninews.in,https://aninews.in/news/business/electric-wheelchair-price-in-india-2026-complete-guide-837715000-to-83778-lakh20260613122038/,chandigarh,2026-06-13,"Electric Wheelchair Price in India 2026 : Complete Guide ( ₹15 , 000 to ₹8 Lakh ) ",,,,,gdelt_doc_api,medium
,news,khaskhabar.com,https://www.khaskhabar.com/local/haryana/chandigarh-news/news-haryana-minister-claims-gurugram-will-get-relief-from-waterlogging-news-hindi-1-820780-KKN.html,chandigarh,2026-06-12,"Haryana Minister Claims Gurugram Will Get Relief from Waterlogging , Chandigarh News in Hindi",,,,,gdelt_doc_api,medium
,news,prokerala.com,https://www.prokerala.com/news/articles/a1774497.html,chandigarh,2026-06-12,"Gurugram to get relief from waterlogging , says Haryana minister",,,,,gdelt_doc_api,medium
,news,indianexpress.com,https://indianexpress.com/article/india/imd-weather-india-rain-monsoon-delhi-ncr-yellow-alert-10735670/,chandigarh,2026-06-12,"Delhi - NCR Weather Update : IMD Issues Yellow Alert for Delhi , Noida , Gurugram Amid Heavy Rain Forecast Latest News",,,,,gdelt_doc_api,medium
,news,hindi.moneycontrol.com,https://hindi.moneycontrol.com/india/aaj-ka-mausam-weather-today-june-11-imd-issues-heavy-rain-and-storm-alerts-for-over-20-states-imd-forecast-for-regions-ranging-from-delhi-ncr-to-up-and-bihar-article-2410892.html,chandigarh,2026-06-11,"आज का मौसम 11 जून : इन 20 से अधिक राज्यों में IMD ने जारी किया भारी बारिश , अंधड़ का अलर्ट ! दिल्ली - NCR से यूपी - बिहार तक ऐसा रहेगा वेदर",,,,,gdelt_doc_api,medium
,news,prokerala.com,https://www.prokerala.com/news/articles/a1773933.html,chandigarh,2026-06-11,"Delhi - NCR may get break from intense heat as IMD predicts rain , thunderstorms",,,,,gdelt_doc_api,medium
,news,newkerala.com,https://www.newkerala.com/news/a/delhi-ncr-may-get-break-from-intense-heat-as-352.htm,chandigarh,2026-06-11,"Delhi - NCR Rain Alert : IMD Predicts Thunderstorms , Relief from Heat",,,,,gdelt_doc_api,medium
,news,deshbandhu.co.in,https://www.deshbandhu.co.in/chandigarh/free-travel-for-neet-students-and-one-family-member-on-punjab-roadways-buses-harpal-singh-cheema-304128,chandigarh,2026-06-11,नीट छात्रों और परिवार के एक सदस्य को पंजाब रोडवेज की बसों में फ्री यात्रा : हरपाल सिंह चीमा,,,,,gdelt_doc_api,medium
,news,jagran.com,https://www.jagran.com/punjab/chandigarh-free-bus-travel-for-neet-students-direct-recruitment-of-engineers-and-relaxation-in-age-limit-many-big-decisions-taken-in-the-punjab-cabinet-40269099.html,chandigarh,2026-06-10,"नीट छात्रों को फ्री बस सफर , इंजीनियरों की सीधी भर्ती और आयु सीमा में राहत ... पंजाब कैबिनेट ने लिए कई बड़े फैसले - free bus travel for neet students direct rec",,,,,gdelt_doc_api,medium
,news,prokerala.com,https://www.prokerala.com/news/articles/a1773077.html,chandigarh,2026-06-09,Delhi - NCR to swelter at 44 degrees as monsoon advances across India ; rain likely later this week,,,,,gdelt_doc_api,medium
,news,haribhoomi.com,https://www.haribhoomi.com/national/news/india-monsoon-rain-thunderstorm-alert-25-states-june-2026-98986,chandigarh,2026-06-09,"Monsoon Update 2026 : अगले 7 दिनों में 25 राज्यों में बारिश - आंधी का अलर्ट , IMD ने जारी की चेतावनी",,,,,gdelt_doc_api,medium
,news,panchjanya.com,https://panchjanya.com/2026/06/09/475014/bharat/aaj-ka-mausam-monsoon-gathers-momentum-heavy-rain-across-25-states-in-7-days-alert-issued-for-storms/,chandigarh,2026-06-09,"मानसून ने पकड़ी रफ्तार ; 7 दिनों में 25 राज्यों में भारी बारिश , आंधी - तूफान का अलर्ट जारी",,,,,gdelt_doc_api,medium
,news,tribuneindia.com,https://www.tribuneindia.com/news/patiala/open-house-what-options-does-chandigarh-administration-have-after-high-court-grounded-tribune-flyover-project/,chandigarh,2026-06-07,Open House : What options does Chandigarh Administration have after High Court grounded Tribune flyover project ? ,,,,,gdelt_doc_api,medium
,news,newkerala.com,https://www.newkerala.com/news/a/delhi-ncr-likely-receive-monsoon-between-june-25-30-rain-519.htm,chandigarh,2026-06-06,Delhi - NCR Monsoon Arrival June 25 - 30 : IMD Forecast,,,,,gdelt_doc_api,medium
,news,navbharattimes.indiatimes.com,https://navbharattimes.indiatimes.com/state/punjab-and-haryana/chandigarh/punjab-cm-bhagwant-mann-prediction-on-bjp-mp-ravneet-singh-bittu-comes-true/articleshow/131519214.cms,chandigarh,2026-06-05,"राज्यसभा चुनाव : पंजाब के सीएम भगवंत मान की  भविष्यवाणी  हुई सच , रवनीत बिट्टू को राज्यसभा नहीं भेजेगी बीजेपी - punjab cm bhagwant mann prediction on bjp mp rav",,,,,gdelt_doc_api,medium
,news,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/life-style/travel/news/monsoon-rains-set-to-reach-more-parts-of-india-from-june-4-imd-warns-of-heavy-rain-thunderstorms-and-travel-disruptions-across-these-states/articleshow/131474649.cms,chandigarh,2026-06-03,"Monsoon rains set to reach more parts of India from June 4 , IMD warns of heavy rain , thunderstorms and travel disruptions across these states",,,,,gdelt_doc_api,medium
,news,bhaskar.com,https://www.bhaskar.com/g/national/news/weather-mp-up-rajasthan-jharkhand-rain-uttarakhand-jammu-kashmir-rain-snowfall-138094139.html,chandigarh,2026-06-03,weather MP UP rajasthan Jharkhand rain Uttarakhand jammu kashmir rain snowfall,,,,,gdelt_doc_api,medium
,news,rediff.com,https://www.rediff.com/news/report/rain-brings-relief-to-north-india-delhi-sees-coolest-june-1-in-3-yrs/20260601.htm,chandigarh,2026-06-01,Rain brings relief to North India ; Delhi sees coolest June 1 in 3 yrs,,,,,gdelt_doc_api,medium
,news,jagran.com,https://www.jagran.com/punjab/amritsar-majitha-police-station-protest-case-vikram-majithia-raid-action-amritsar-police-40258766.html,chandigarh,2026-06-01,"अकाली नेता मजीठिया के ठिकानों पर दबिश , अमृतसर में थाने के बाहर हुए विवाद पर कार्रवाई ; सुखबीर ने जताया विरोध - majitha police station protest case vikram majit",,,,,gdelt_doc_api,medium
,news,tribuneindia.com,https://www.tribuneindia.com/news/haryana/ambala-mp-launches-signature-campaign-against-waterlogging-issue-in-lok-sabha-constituency/,chandigarh,2026-05-31,Ambala MP launches signature campaign against waterlogging issue in Lok Sabha constituency,,,,,gdelt_doc_api,medium
,news,dailyexcelsior.com,https://www.dailyexcelsior.com/rain-hailstorm-bring-respite-from-hot-weather-in-jammu/,chandigarh,2026-05-30,"Rain , hailstorm bring respite from hot weather in Jammu",,,,,gdelt_doc_api,medium
,news,jagran.com,https://www.jagran.com/news/national-weather-news-updates-red-alert-for-storm-in-43-districts-of-up-heavy-rain-and-hailstorm-40255425.html,chandigarh,2026-05-29,"दिल्ली - यूपी में वर्षा - ओलावृष्टि से गर्मी से राहत , आज 15 राज्यों में आंधी - बारिश का रेड अलर्ट - weather news updates red alert for storm in 43 districts of",,,,,gdelt_doc_api,medium
,news,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/city/ludhiana/civic-body-launches-drain-cleaning-drive-ahead-of-rains/articleshow/131376522.cms,chandigarh,2026-05-28,Civic body launches drain - cleaning drive ahead of rains,,,,,gdelt_doc_api,medium
,news,indianexpress.com,https://indianexpress.com/article/cities/chandigarh/imd-red-alert-punjab-haryana-chandigarh-weather-thunderstorm-heatwave-10712885/,chandigarh,2026-05-28,"Red alert : Thunderstorm , hailstorm alert across Punjab , Haryana as heatwave set to ease from May 29",,,,,gdelt_doc_api,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Snowmelt),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Tropical cyclone),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoon Rain),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (monsoonal rainfall),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy monsoon rains),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy monsoon rains),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoon Rains),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Dam release and Heavy  Rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal Rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Torrential Rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy Rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Tropical Cyclone Phet),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal Rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal Rain),,,1,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal Rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoon Rains),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoon Rains),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Heavy Rain and Storm Surge),,,1.5,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal Rain),,,2,,gee_global_flood_db,medium
,global_flood_db,Global Flood Database v1 (MODIS/DFO),https://global-flood-database.cloudtostreet.ai/,chandigarh,,DFO flood (Monsoonal Rain),,,1.5,,gee_global_flood_db,medium
